,,,,,,
,3003,GARRETT FLYING SERVICE INC,1,1,,
,3039,SAWYER FARMS PARTNERSHIP DBA FAMIL,1,1,,
,3075,WETHINGTON INC,1,1,,
,3150,EUNICE UVONNE MORGAN,,,,1
,3162,TAUCER HONEY AND BEE CO,,1,,
,3164,AB RANCH,,,,1
,3330,ANDERSON TUCKER FARM HOLDING LP,1,1,,
,3350,JOLLISANT FARMS,1,1,,
,3425,KOTHMAN RANCH CO,1,1,,
,3450,MINICK RANCH,1,,,1
,3478,CC TREE FARMS LLC,1,1,,
,3520,ADDISON FARMS,1,1,,
,3569,STAR RANCH,1,1,,
,3707,ROCKIN L TREE FARM INC,1,1,,
,3725,SWEET RIVER CO LLC,1,1,,
,3796,BRADY BEES & HONEY CO,1,,,1
,3835,DON OPPLIGER FARMS,3,3,,
,3846,PITCHFORK CATTLE OPERATION LLC,1,1,,
,3937,GRUHKEYS,1,1,,
,4005,PECOS PECAN COMPANY LLC,1,1,,
,4064,CAMP MYSTIC INC,1,1,,
,4082,RUSTIN KNIGHT,1,1,,
,4093,FABIAN MORALES TRUCKING LLC,,1,,
,4102,CRIDER DAIRY INC DBA RFAFTER C FAR,1,1,,
,4143,R MEZA TRUCKING,1,,,1
,4195,STEPHEN KRAEMER DBA BUENA TIERRA,1,1,,
,4273,STEINBRING PARTNERS LTD,,1,,
,4360,D MCMULLIN RANCH LLC,1,1,,
,4437,PECOS SWEET,1,1,,
,4444,INTEGRIBEES LLC,2,2,,
,4494,MESA VINEYARDS L P,1,1,,
,4503,G & T FARMS,1,1,,
,4545,R & M GERIK FARMS,1,1,,
,4611,IMHOFF RANCH,1,1,,
,4719,TRIANGLE TURF CO INC,1,1,,
,4766,TECH FARMS LLC,1,1,,
,4798,HIGH RIDGE RANCH LLC,1,,,1
,4918,KIEHNE CENTERFIRE CATTLE CO,,,,1
,4995,MAPHET AND WILSON DBA TEXAS GRASS,1,1,,
,5023,ALBERT ROSAS,1,1,,
,5111,1879 ROBINSON FARM LLC,1,1,,
,5182,PAUL BROYLES,1,1,,
,5198,PHIL JAY JONES,1,1,,
,5209,MELISSA FEEDERS LLC,1,1,,
,5252,BRAZOS BARTON FARMING PARTNERSHIP,1,1,,
,5332,CARPENTER & DAY RANCH HOLDINGS LLC,1,1,,
,5341,JASON POOLE FARMS JV,1,1,,
,5351,FRIESEN HAY INC,1,1,,
,5364,OOPW LLC,1,1,,
,5440,(blank),1,1,,
,5566,NO WATER FARMS LLC,,,,1
,5734,(blank),1,1,,
,5753,RUSSELL CUSTOM FARMING,1,,,1
,5942,5 B FARMS,1,1,,
,6036,WILLIAM J HALFMANN,1,1,,
,6055,DSB FARMS JV,,1,,
,6058,REATA COTTON CO,1,1,,
,6132,ALH FARMS LLC,1,1,,
,6157,NELSON AND DIANA BULANEK FARMS,1,1,,
,6161,LITTLEFIELD RANCH,1,1,,
,6191,SAHA FISH PARTNERSHIP,1,1,,
,6193,FORTEX GRASS LLC,1,1,,
,6199,APPELHANS HARVESTING INC,1,1,,
,6376,CROWNOVER FARMS DBA LONE STAR FAMI,2,2,,
,6392,STREHLOW BEES INC,2,2,,
,6449,HANK & LESLIE CRANEK FARMS,1,1,,
,6535,CHRIS B STELZER,1,,,1
,,CHRIS STELZER,1,,1,
,6576,M MENDOZA & SON TRUCKING,1,1,,
,6604,GEORGIA H PRUCHA JR DBA HOME GROWE,1,1,,
,6676,TIPPS RANCH INC,1,1,,
,6719,JOHN S CARS INC,1,1,,
,6734,COWHOUSE FARM,1,1,,
,6771,SPOOR FARMS JV,1,1,,
,6825,MAPLES SHORTHORNS,1,1,,
,6858,B & J AG INC,1,,,1
,6923,DELS GRASS FARMS LTD,1,1,,
,6927,BRUCE & DEVON WHITE JV,1,1,,
,6998,SUNNY CLIME FARMS,1,1,,
,7005,(blank),1,1,,
,7017,TEXAS SPECIALTY CUT FLOWERS,1,1,,
,7062,MAASS FARMS,1,1,,
,7108,TEXAS FARM PATCH LLC,1,,,1
,7243,PURTIS CREEK FARMS LLC,1,1,,
,7346,BOWEN LANDSCAPE CONSTRUCTION,1,1,,
,7354,(blank),1,,,1
,7362,BIERI & SON,1,1,,
,7363,HARWELL FARMS,,,,1
,,HARWELL FARMS JV,1,1,,
,7500,SOUTHWEST STALLION STATION LLC,1,1,,
,7613,WROBLESKI CUSTOM FARM SVC,1,1,,
,7639,CSS POTATO FARMS LLC,1,1,,
,7816,ALLPHIN FARMS,1,1,,
,7887,ZENNER ORCHARD,,1,,
,7941,LESLIE T WILCOX FARM,1,1,,
,7942,FLAG RANCH LTD,1,1,,
,7981,STEPHEN & CYNTHIA HEARD AND HOLUB,1,,,1
,7992,MANDUJANO BROTHERS,1,1,,
,8000,ALBRECHT S ANGEL HONEY,1,1,,
,8049,A OLIVAREZ HARVESTING LLC,1,1,,
,8085,SONDER FARMS LLC,1,1,,
,8150,PROSPECT ACRES,1,1,,
,8261,WILLIAM GAVRANOVIC JR FARMS,1,1,,
,8307,ARTHUR RAY YANTA,1,,,1
,8333,HULINGS RANCH,,1,,
,8408,VALENTINE REINING HORSES INC,,,1,
,8445,COOPER FARM & RANCH DBA COOPER TUR,1,1,,
,8525,GARRY & LAFY SAHA FARMS,1,1,,
,8628,TEXAS HILLS VINEYARD,1,1,,
,8638,NATIVE TEXAS GROWERS LTD DBA NATIV,1,1,,
,8798,RODERICK CATTLE CO LLC,1,1,,
,8841,BARON S CREEK FARMS,1,1,,
,8885,HEAVIN RANCH,1,1,,
,9043,PATSY A ANDERTON DBA A1 GRASS CO,1,1,,
,9063,RELIANCE REALTY DBA MAGILL PEAK RA,1,1,,
,9078,RIVER CREEK RANCH,1,1,,
,9119,HOLUBEC FARMS,1,1,,
,9179,(blank),1,1,,
,9225,CELTIC L LAND & LIVESTOCK LLC,1,1,,
,,CLAYTON WILLIAMS FARMS,1,1,,
,9248,HAROLD ALLEN,1,1,,
,9280,AVINA CONTRACTORS,1,1,,
,,PECOS CROSSING HEADQUATERS,1,1,,
,9378,LONESTAR TREES,1,1,,
,9395,WOODLAND AG LLC,1,1,,
,9406,TURFWAY INC,1,1,,
,9413,MONDO GARDENS DBA THOMAS TURFGRASS,2,2,,
,9474,RCB VENTURES LLC DBA TRI TEX GRASS,1,1,,
,9486,(blank),1,1,,
,9503,FRANKS NURSERY LLC,1,1,,
,,SPICER RANCHES LTD,1,1,,
,9525,SM CATTLE CO,1,1,,
,9582,VAZ MAR FARM INC,1,1,,
,9645,GOLDEN CONSTRUCTION SVCS INC DBA N,1,,,1
,9652,DOGUET RICE FARM,,1,,
,9662,JIMMY AND CAROLYN STRUBE FARMS DBA,1,1,,
,9788,DONALD WAYNE WILCOX,1,1,,
,9880,KRUEGER FARM SVCS,1,1,,
,9912,CYPRESS MILL RANCH,1,1,,
,9930,MCCLOY FAMILY FARMS PARTNERSHIP,1,1,,
,9960,MARK TOMLINSON FARMS,1,1,,
,9961,FMR TRUCKING,1,1,,
,9978,FRANZ FARMS II PARTNERSHIP,1,1,,
Texas Total,,,197,188,2,24
Utah,,STANLEY BINGHAM,,,,1
,,WESTERN RANGE ASSN,,,,1
,504,WAGSTAFF SEED CO,,,,1
,794,PINEAE GREENHOUSES INC,1,1,,
,886,COX HONEY OF UTAH LLC,1,1,,
,2009,COUNTRYSIDE GARDEN CTR DBA LINDEN,1,1,,
,2675,COOK S FARM & GREENHOUSE,1,,,1
,3026,LAZY S & K LLC,1,1,,
,3290,ALLRED ORCHARDS INC,1,1,,
,3560,W F GORING & SON INC,2,2,,
,3817,EAST FARMS LC,1,1,,
,3823,ROWLEY S SOUTHRIDGE FARMS,1,1,,
,4041,4 - C CORPORATION,1,1,,
,5944,ROCKIN E FARMS LLC,2,2,,
,6094,SUNSHINE GREENHOUSE INC,,1,,
,6265,OLSON S GREEHOUSE GARDENS INC,1,1,,
,,OLSON S GREENHOUSE GARDENS INC,1,1,,
,,"OLSON S GREENHOUSE GARDENS, INC.",1,1,,
,6298,SLIDE RIDGE LLC,1,1,,
,6375,PETERSEN FAMILY FARMS LLC,1,1,,
,6739,SCHMIDT S AGRICULTURAL ENTERPRISES,1,1,,
,6857,SOUTHSHORE FARMS LC,,1,,
,6883,CHERRY HILLS FARMS INC,3,3,,
,7413,PERENNIAL FAVORITES NURSERY,1,1,,
,7465,SMITH FARM & LIVESTOCK,1,1,,
,7953,WALL BROTHERS ORCHARDS / ALAN RILE,1,1,,
,8904,GREEN FARMS,1,1,,
,9069,LUND LAND & LIVESTOCK,2,2,,
,9179,ROJAS FARMS LLC,1,1,,
,9369,HARWARD FARMS SWEET CORN INC,2,1,,1
,9980,CHAVEZ FARMS LC,1,1,,
Utah Total,,,32,32,,5
Vermont,,LEWIS CREEK FARM LLC,1,1,,
,11,BOWMAN ORCHARDS LLC,1,,,1
,476,ROCKVILLE MARKET FARM,1,1,,
,552,SOUTHERN VERMONT ORCHARDS INC,1,1,,
,1216,HEMINGWAY FARMS LLC,1,1,,
,2244,HAPPY VALLEY ORCHARD INC,1,1,,
,3461,BLAIS PRODUCE LLC,1,1,,
,3899,NORTHERN ORCHARD CO INC,1,1,,
,3956,EDGEWATER FARM LLC,1,,,1
,4084,PAUL MAZZA S FRUIT & VEGETABLE STA,1,1,,
,4251,DBA ADAMS TURKEY FARM,1,1,,
,4304,"SULLIVAN ORCHARD, INC.",1,1,,
,4713,GILSUM GARDENS,2,2,,
,5043,ALLEN BROTHERS INC,2,2,,
,5068,BLUFF GARDENS INC,1,1,,
,5963,PEACEABLE HILL FARM,1,1,,
,6053,NORTHWOODS APIARIES LLC,,1,,
,6202,FULL BELLY FARM LLC,1,1,,
,6368,FORRENCE ORCHARDS INC,1,1,,
,6987,CHAMPLAIN ORCHARDS INC,1,1,,
,7066,JERICHO SETTLERS FARM INC,1,1,,
,7237,GIROUX ORCHARDS LLC DBA CHAZY ORCH,,1,,
,7328,PICADILLY FARM LLC,1,1,,
,7369,DOG RIVER FARM LLC,1,1,,
,7664,DUTTON BERRY FARM,2,1,,1
,7820,DBA FOOTE BROOK FARM,1,,,1
,8308,CHAMPLAIN VALLEY APPLE STORAGE INC,1,1,,
,8400,RULFS ORCHARD LLC,1,1,,
,8439,S MAZZA FARM INC,1,1,,
,8529,GUNNISON LAKESHORE ORCHARDS INC,1,1,,
,9515,GREEN MOUNTAIN ORCHARDS INC,1,1,,
,9690,LILYQUEST LLC DBA WOODS MARKET GAR,1,1,,
Vermont Total,,,33,31,,4
Virginia,,BECKLEY HARVESTING,,,,4
,,EASTERN SOD FARMS LLC,1,1,,
,,LEWIS M BAILEY IV FARMS INC,1,1,,
,26,PERRAULT FARMS INC,1,1,,
,374,DAN & JERRY S GREENHOUSE INC,2,2,,
,376,CUPP & SONS LLC,1,1,,
,440,VAN ZANDT SUPPLY LLP,1,1,,
,441,K S DATTHYN FARMS,1,1,,
,480,RC ORCHARDS LLC ET AL,1,1,,
,501,REED REED REED FARMS,1,1,,
,627,INCHES NURSERY INC,2,2,,
,712,PENN OHIO WHOLESALE GARDENS LLC,1,1,,
,732,MAROA FARMS INC,1,1,,
,765,BLACKBERRY BOTTOM FARM LLC,1,,,1
,,FRATANGELO GARDENS MARKET & NURSER,1,1,,
,813,DOWNTOWN JB INC,1,1,,
,821,PETE S PRODUCE FARM LTD,1,1,,
,838,ROBSON HONEY CO LLC,1,1,,
,852,BRANDI HONEY & FARMING LLC,1,1,,
,860,VARNER S TREE FARM & CIDER MILL LT,1,1,,
,897,TRAVELING HONEY BEES INC,1,1,,
,917,RED JACKET ORCHARDS INC,1,1,,
,939,HENLEY FARM LP,1,1,,
,964,WALNRIDGE FARM INC,1,1,,
,971,GRITT'S FARM,1,1,,
,986,MOUNTAIN FRESH LLC,1,,,1
,987,WA FARM MGMT LLC,1,1,,
,1047,RALPH LEE SPENCER DBA SHANESVILLE,1,1,,
,1128,KRETSCHMANN FARM,1,1,,
,1130,HUGGETT SOD FARM INC,1,1,,
,1176,STADLER GARDEN CENTERS INC STADLER,1,1,,
,1178,COLUMBUS TURF NURSERY LTD,2,2,,
,1181,DEMARAY HARVESTING & TRUCKING LLC,1,1,,
,1246,LINVILLA ORCHARDS INC,1,1,,
,1261,KOPEC VETERINARY ASSOCIATES PC,1,1,,
,1316,DAVIS TREE FARM & NURSERY INC,1,1,,
,1322,CLOVERDALE FARMS INC,1,1,,
,,SEVERT S TREE FARM LLC,1,1,,
,1324,GREEN COUNTRY HONEY LLC,2,2,,
,1364,LAUREL SPRINGS NURSERY LLC,1,1,,
,1410,HSU GINSENG FARMS LLP ET AL,1,1,,
,1429,BURNT CREEK NURSERY LLC,1,1,,
,1481,WATKINS NURSERIES INC,1,1,,
,1490,EVANS FARMS INC,2,2,,
,1523,RANDY ALLRED ORCHARDS LLC,1,1,,
,1614,LOIS S PRODUCE LLC,1,1,,
,1727,FOWLER BROTHERS INC,1,1,,
,1761,KRAYNAKS INC,1,1,,
,1783,LEE GUSCETTE FARMS,1,1,,
,1907,HANSEN FARMS LLC & HEMDALE FARMS I,1,1,,
,1929,APPLESTONE FARM INC,1,1,,
,1994,COVEYOU FARMS LLC DBA COVEYOU SCEN,1,1,,
,1995,PATTERSON FARMS INC,1,1,,
,2000,KORY LEISTIKOW,1,1,,
,2182,TRIPLE D LAND CO LLC,1,1,,
,2234,WITTEN S PRODUCE PATCH INC,1,1,,
,2378,DOUBLE R HOP RANCHES INC,1,1,,
,2422,STEPHEN L DYGERT DBA FANTASY FRUIT,1,1,,
,2438,PRIDES CORNER FARMS INC,4,4,,
,2470,BOORDY VINEYARDS INC,1,1,,
,2490,N G HEIMOS GREENHOUSE INC,2,2,,
,2575,HALE & HINES NURSERY INC,2,2,,
,2611,LAKE FOREST GARDENS INC,1,1,,
,2625,ROBINSON HARDWARE OF NS CORP,1,1,,
,2695,ED S PLANT WORLD INC,1,1,,
,2718,BIG SKY HONEY INC,1,1,,
,2720,CONSOLIDATED FARMS LLC DBA ELK MOU,1,1,,
,2801,PINK TRACTOR FARMS LLC,1,1,,
,2875,MACKENZIE FARMS INC,1,1,,
,2883,SPIRAL PATH FARM LLC DBA SPIRAL PA,2,2,,
,2988,T2 HONEY CO LLC TEXAS,1,1,,
,3026,RUBY S APIARIES INC,1,1,,
,3126,BROTZMAN S NURSERY INC,1,1,,
,3134,BEEROM APIARIES INC,,1,,
,3280,MARTIN LAWNCARE LLP DBA MARTIN NUR,1,1,,
,3299,BMR ORCHARDS LLC ET AL,1,1,,
,3323,ENGEL FAMILY FARMS,1,1,,
,3343,COX FARMS INC,1,1,,
,3353,RHOADS FARM INC,2,2,,
,3387,BARRY S GROUND COVER LLC,,1,,
,3436,DAVID HOFFMAN LANDSCAPING & NURSER,1,1,,
,3454,ABERNETHY & SPENCER GREEN HOUSES,1,1,,
,3512,WESTLAKE TREE FARMS LLC,1,1,,
,3525,BREMO TREES LC,1,1,,
,3545,DONZELL S FLOWER & GARDEN CTR INC,1,1,,
,3592,DAVID MANN,2,2,,
,3619,ELIZABETH FARMS,1,1,,
,3632,LUNDEBY EVERGREENS,2,2,,
,3662,BLOOMING GLEN FARM LLC,1,1,,
,3702,WARD OYSTER CO,1,1,,
,3705,Q & H HONEY FARM LLC,1,1,,
,3724,LEE S BEES INC,1,1,,
,3768,SILVER CREEK ORCHARDS INC,1,,,1
,3788,MERRIMACK VALLEY APIARIES INC,1,1,,
,3804,WENAS HOP FARM LLC,1,1,,
,3850,WILLIAM F HAMMELL NURSERIES LLC,1,2,,
,4004,TERRA FARMS INC,1,1,,
,4056,MICHAEL BINDER,1,1,,
,4107,UTR CORP DBA ABUNDANT LIFE ORGANIC,1,1,,
,4115,EAGLE TREE FARM LLC,1,1,,
,4140,S A FLICK SEED CO,1,1,,
,4159,BRIGGS TRADITIONAL TURF FARM INC,1,1,,
,4196,HALABURA FARMS,1,1,,
,4197,K&D FARMS,1,1,,
,4258,SAGEMOOR GROUP MGMT SVCS INC,2,2,,
,,SAGEMOOR GRP MGMT SVCS INC,3,3,,
,4275,LAWRENCE J SECOR DBA SECOR S NURSE,1,1,,
,4309,KULLAGRUPPEN USA HOLDING CO,1,1,,
,4324,LONGHORN FARMS PARTNERSHIP,1,1,,
,4329,CANDELARIO SEPULVEDA JUAREZ DBA SE,1,1,,
,4379,GRIZZLY CREEK MGMT CO DBA BRANT AG,1,1,,
,4491,NUTRIENT MGMT PARTNERS LLC,1,1,,
,4682,MACK BROTHERS & ASSOCIATES LLC,2,2,,
,4704,GEORGIA SELECT FISHFARM LLC,1,1,,
,4773,FARMLAND CONVERSION CONSULTANTS LL,2,3,,
,4816,VIRGINIA AGRICULTURAL GROWERS ASSN,4,4,,
,4886,FAULKNER FARMS INC,1,1,,
,4888,CHERRYLAKE INC,2,2,,
,4889,ERNST CONSERVATION SEEDS INC,1,1,,
,4923,CD ACRES LLC,,1,,
,4942,ALTMAN SPECIALTY PLANTS INC,4,4,,
,,ALTMAN SPECIALTY PLANTS INC TX,1,1,,
,5017,L WALTHER & SONS INC GA,3,2,,1
,,L WALTHER & SONS INC INDIANA,,,1,
,,L WALTHER & SONS INC MI,1,3,,
,,L WALTHER & SONS INC NE,2,2,,
,,"L WALTHER & SONS, INC- MI",1,1,,
,5137,CENTRAL WISCONSIN EVERGREENS INC,1,1,,
,5191,FIVE STAR HONEY FARMS,1,1,,
,5194,JB FARM MARKET LLC,1,1,,
,5219,KIRBY FARMS LLC,2,1,,1
,5327,WILLIAM H PERRY DBA PERRY APIARIES,,1,,
,5330,FITZHUGH FARMS INC,1,1,,
,5435,SAND SLOPE ACRES INC,1,1,,
,5474,BLACK BRIDGE WINERY LLC DBA ORCHAR,1,1,,
,5562,HONL S BEES INC,1,1,,
,5586,FITZGERALD S ORCHARDS,1,1,,
,5602,TWO SISTERS FARM INC,1,1,,
,5639,SAUNDERS BROTHERS INC,,1,,
,5739,WARREN H BOYER INC,1,1,,
,5816,BROOKFIELD FARM INC,1,1,,
,5859,NORTHERN FAMILY FARMS LLP,2,2,,
,5871,P IANIRO S LAWN & GARDEN INC,1,1,,
,5928,PEPPERCO USA INC,1,1,,
,5929,BRUCE SHOCKMAN,1,1,,
,5982,STIRLING FRUIT & VEGETABLE COMPANY,1,1,,
,6034,BACKYARD FARMS LLC,1,1,,
,6106,NORTHERN NURSERY INC,1,1,,
,6134,QUALITY GREENHOUSES & PERENNIAL FA,1,1,,
,,QUALITY QUEENHOUSES & PERENNIAL FA,1,1,,
,6275,COUNTRY NEST CORP,2,2,,
,6410,RIVER RIDGE LAND & CATTLE CO LLC,1,1,,
,6444,NEW CENTURY CSA LLC,1,1,,
,6473,FIFER ORCHARDS INC,2,2,,
,6566,ROUGE RIVER FARMS INC,1,1,,
,6581,CUSTOM ORCHARDS INC ET AL,1,1,,
,6598,SMP FARMS INC,1,1,,
,6622,STILES APIARIES LLC,1,1,,
,6677,THE CHEF S GARDEN INC,1,1,,
,6695,SNAKE CREEK FARMS LLC,1,1,,
,6725,SCHWOPE BROTHERS TREE FARMS LLC,1,1,,
,6823,JUAN & MARIA PINEDA DBA HAPPY FAMI,1,1,,
,6842,LEGGE FARMS INC,1,,,1
,6878,ASSOCIATED FRUIT GROWERS INC DBA M,1,1,,
,6942,NOKOMIS FARM,1,,,1
,6954,C & C HOP FARM INC,1,1,,
,7098,C & R FARMS,,1,,
,7110,FOWERS FRUIT RANCH LC,1,1,,
,7127,GRACE ESTATE WINERY LLC,1,1,,
,7151,LAVERY S SOD FARM INC,1,1,,
,7169,CRIMSON LANE FARM LLC,1,1,,
,7212,CLARK BROTHERS NURSERY LLC,1,1,,
,7217,KINNICO LLC,1,1,,
,7250,7K FARMS LLC,1,1,,
,7279,WARREN MORGAN ORCHARDS LLC,1,1,,
,7280,TALBOTT S MOUNTAIN GOLD LLLP,1,1,,
,7344,WILLARD J HARMON DBA BILL HARMON F,1,1,,
,7347,JOHN CHEFAS DBA HART T TREE FARMS,1,1,,
,7421,BEDNER S FARM & GREENHOUSE INC,2,2,,
,7460,RAH HONEY FARM LLC,1,1,,
,7478,SNELLS GREENHOUSES INC,1,1,,
,7659,UPLAND VINEYARDS LLC ET AL,1,1,,
,7661,BELLE MEADOW FARM,1,1,,
,7732,SPRINGLAKE NURSERY,1,1,,
,7740,TRUMP VINEYARD ESTATES LLC,1,1,,
,7817,TENNESSEE VALLEY NURSERY INC,1,1,,
,7820,WAYNESBORO NURSERIES INC,1,1,,
,7849,PURPOSE POINT HARVESTING LLC,1,1,,
,7867,MORLOCK HONEY FARMS LLC,,1,,
,7967,BERRY S BLOOMS LTD,1,1,,
,8022,PEGGY S GARDENING INC,1,1,,
,8050,KIOWA VALLEY ORGANICS INC DBA GOLD,1,1,,
,8064,DAVID STOCK FARM SVCS INC,1,1,,
,8236,STUDEBAKER NURSERIES INC,2,2,,
,8276,WELTON ORCHARDS AND STORAGE LLC,1,1,,
,8296,WILLIAM AUSTIN WITT DBA DISTRICT 6,1,1,,
,8361,HEART SEVENTEEN INC,2,1,,1
,8388,TIDEWATER MULCH & MATERIAL INC,1,1,,
,8521,STEVEN G BAUER,1,1,,
,8541,BRISK WIND FARMS LLC,1,1,,
,8566,MADISON COUNTY WINES LLC DBA EARLY,1,1,,
,8590,ROBA S TREE FARM INC,1,1,,
,8640,RED SUN FARMS LLC,1,1,,
,8646,WAVERLY FARM LLC,1,1,,
,8669,W S YOE NURSERIES R & D INC,1,1,,
,8705,HOMEWOOD FARMS LLC ET AL,1,1,,
,8735,GARY M CRAFT DBA G & S ORCHARDS,1,1,,
,8800,THE WM A NATORP CO,2,2,,
,,THE WM A NATORP COMPANY,1,1,,
,8807,BRIAN CAMPBELL FARMS,1,1,,
,8821,D R SNELL NURSERY INC,,1,,
,8824,SPRING VALLEY FARMS LLP,1,1,,
,8864,LEROUX CREEK FOOD CORP,1,1,,
,8922,DECKER S NURSERY INC,1,1,,
,8926,ARNIE BOCCAFOGLI LAWN MAINTENANCE,1,1,,
,9046,KERSHAW FARM LABOR MGMT INC,1,1,,
,9049,MARY S ALPACA LLC,1,1,,
,9085,BYRD FARM ENTERPRISES LLC,1,1,,
,9087,HORTON VINEYARDS INC,1,1,,
,9171,MERCER RANCHES INC,1,1,,
,9217,SPRING VALLEY FARM & ORCHARD,1,,,1
,9237,ROGERS HONEY FARM,1,1,,
,9253,PAULUS ORCHARDS,1,1,,
,9266,POLTER BERRY FARM INC,2,2,,
,9338,JUAN CARLOS ORDAZ DBA ROSA S GARDE,1,1,,
,9382,HOUWELING S UTAH OPERATIONS INC,3,3,,
,9528,WONDERFUL BEES LLC,2,,,2
,9534,DICKIE BROS ORCHARD LLC,1,1,,
,9586,LANCASTER FARMS INC,1,1,,
,9623,CLEARBROOK HONEY FARMS INC,,1,,
,9646,WHO COOKS FOR YOU FARM,1,1,,
,9677,SPANGLER FARMS MARKET,1,1,,
,9691,J C HILL TREE FARMS INC,1,1,,
,9713,LAUREL GROVE FARMS LLC,1,1,,
,9716,MEADOWSPRING TURF FARM LLC,1,1,,
,9722,BARTON NURSERY ENTERPRISES INC DBA,,1,,
,9868,CARMICHAEL S HONEY FARM INC,,1,,
,9883,DOLINSKY BROTHERS INC,1,1,,
,9912,BURNAP FRUIT FARM LLC,1,1,,
Virginia Total,,,267,271,1,15
Washington,50,CASCADE VIEW FRUIT AND COLD STORAG,1,1,,
,151,PIEPEL PREMIUM FRUIT CO LLC,1,,,1
,216,CHIAWANA ORCHARDS LLC,1,1,,
,330,JAYHAWK ORCHARDS LLC,1,,,1
,591,PRONZINI CHRISTMAS TREE FARM,1,,,1
,633,HIGH VALLEY ORCHARDS LLC,1,2,,
,1008,S MARTINEZ LIVESTOCK INC,,,,1
,1302,ABOVE THE DIRT LLC,1,1,,
,1893,AGRIMACS INC,2,2,,
,1911,WAFLA,3,5,,1
,1930,BLACK STAR RANCH LLC,1,1,,
,1944,SPORTFISHER LLC,1,,,1
,2213,MCDOUGALL FAMILY FARMING,1,1,,
,2216,T&L NURSERY INC,4,4,,
,2301,DOUBLE M ORCHARDS LLC,1,1,,
,2824,ALAMO ORGANIC ORCHARDS LLC,1,,,1
,2888,K&K FAMILY PROPERTIES,1,1,,
,2905,AURORA FARMS LLC,1,1,,
,3074,MCDOUGALL FAMILY FARMING,1,2,,
,3113,POTENTIALITY ORCHARDS,2,2,,
,3137,DOUGLAS AG SVCS,1,1,,
,3671,KYLE MATHISON ORCHARDS,1,1,1,
,3722,(blank),,,,1
,3986,DINSDALE FARMS SO LLC,,1,,
,4004,BURNETT ORCHARDS,1,1,,
,4053,A&R SPADA FARMS LLC,1,1,,
,4099,LAWRENCE ORCHARDS LLC,1,1,,
,4617,GREEN ACRE FARMS INC,1,1,,
,4780,SWEENEY ORCHARD INC,1,1,,
,4912,V F ADMINISTRATIVE SERVICES INC,1,1,,
,,V F ADMINISTRATIVE SVCS INC,1,1,,
,5093,MALDONADO ORCHARDS LLC,1,1,,
,5357,OREGON PRIDE NURSERIES INC,1,1,,
,5537,THE HIGHLAND PARTNERSHIP,2,1,,1
,5586,DOG RIVER RANCH LLC,1,1,,
,6119,C & S ORCHARDS II L P,1,1,,
,6147,BRONZE STAR INC,1,1,,
,6155,WYCKOFF FARMS INC,1,1,,
,6235,EVERGREEN AGRICULTURAL SVCS LLC,1,1,,
,6286,CARPINITO BROTHERS INC,2,3,,
,6386,ROBINSON NURSERY INC,2,2,,
,6581,CUSTOM ORCHARDS INC NORTH ORCHARD,1,1,,
,6674,ROBISON ORCHARDS INC,1,1,,
,6680,SATHER MANAGEMENT INC,1,2,,
,7102,BOUNTIFUL FARMS,1,1,,
,7270,WEBER FARMS,1,1,,
,7390,DICKY FARMS INC,1,1,,
,7402,CENTRAL WASHINGTON AG SVCS INC,2,2,,
,7880,HIGH ROLLS RANCH INC,1,1,,
,7997,PLANT SCIENCES INC,1,1,,
,8033,B T LOFTUS RANCHES INC,1,1,,
,8096,NORTHWESTERN ORCHARDS LLC,1,1,,
,8103,KING FUJI RANCH INC,2,2,,
,8274,OLYMPIC ORCHARDS INC,1,1,,
,8309,HERBCO INTL,1,1,,
,8335,WASHINGTON BULB CO INC,1,1,,
,8397,COLUMBIA ORCHARD MANAGEMENT,1,1,,
,8496,GODWIN FAMILY ORCHARD LLC,1,1,,
,8615,LARSON ORCHARD MGMT INC,1,1,,
,8623,TABER INVESTMENT INC,1,1,,
,8717,COLEMAN INDUSTRIES & COLEMAN AGRIC,1,1,,
,8828,CENTRAL COVE HOP,2,2,,
,8840,WASHINGTON FRUIT ADMINISTRATIVE SV,1,1,,
,8922,TAYLOR ORCHARDS MANAGEMENT INC,,1,,
,,TAYLOR ORCHARDS MGMT INC,3,1,,2
,8949,KS ORCHARDS INC,1,1,,
,8967,HIATT HONEY LLC,1,1,,
,9203,CRYSTAL VIEW RASPBERRY FARM INC,1,,,1
,9254,TROUT LAKE FARM,1,1,,
,9444,G&C FARMS LLC,1,1,,
,9489,DNS FARM SVCS,1,1,,
,9506,ZIRKLE FRUIT CO,2,3,,
,,ZIRKLE FRUIT COMPANY,1,1,,
,9526,HOWARD CALCAGNO FARMS,1,1,,
,9680,NORTHERN FRUIT CO INC,1,1,,
,9714,HANSEN ADMINISTRATIVE SVCS INC,2,1,,1
Washington Total,,,89,88,1,13
West Virginia,3727,G & G NURSERY INC,1,1,,
West Virginia Total,,,1,1,,
Wisconsin,677,GWENYN HILL FARM LLC,1,1,,
,2321,FERGUSON S MORNINGSIDE ORCHARD LLC,1,1,,
,3017,APPLELAND LLC,1,1,,
,3325,GREEN BARN FARM MARKET,1,1,,
,3969,RED CEDAR HONEY FARMS LLC,1,1,,
,4367,EUGSTER S FARM MARKET INC,1,1,,
,7309,ROBERT H HEATH FARMS INC,1,1,,
,7971,OAK RIDGE SOD FARM INC,1,1,,
